fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,k_value,l_value,m_value,percentage_free_sulphur,n_value
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,1,7.55,3.775,0.665,23.33333333,0.7235
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,1,6.63,3.315,0.757,18.75,0.6245
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,1,5.98,2.99,0.699,15.5,0.6155
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,0,6.84,3.42,0.711,17.33333333,0.8085
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,0,7.59,3.795,0.845,17.64705882,0.6365
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,1,6.72,3.36,0.701,29.09090909,1.3715
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,1,7.65,3.825,0.814,25.78947368,0.745
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,1,7.555,3.7775,0.624,13.10344828,0.606
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,1,11.54,5.77,0.634,13.57142857,0.776
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,1,8.77,4.385,0.873,15.83333333,0.8075
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,1,7.13,3.565,0.699,17.5,0.6355
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,0,7.57,3.785,0.682,15.29411765,0.64
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,0,6.9,3.45,0.558,21.66666667,0.524
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,0,11.6,5.8,0.679,26.31578947,0.7495
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,1,7.76,3.88,0.774,14.11764706,0.637
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,0,7.78,3.89,0.617,15.29411765,0.7335
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,0,7.77,3.885,0.623,15,0.7315
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,1,6.98,3.49,0.763,16.875,1.1635
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,0,8.035,4.0175,0.68,15.55555556,0.7
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,1,7.455,3.7275,0.662,15.33333333,0.755
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,1,7.56,3.78,0.745,16,0.5765
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,0,7.48,3.74,0.626,16.66666667,0.701
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,1,7.455,3.7275,0.662,15.33333333,0.755
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,0,7.53,3.765,0.795,17.42424242,2.1935
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,0,8.4,4.2,0.6,42.25806452,0.692
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,0,8.4,4.2,0.6,42.25806452,0.692
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,0,8.4,4.2,0.6,42.25806452,0.692
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,0,7.895,3.9475,0.616,16.66666667,0.664
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,0,7.895,3.9475,0.616,16.66666667,0.664
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,0,7.895,3.9475,0.616,16.66666667,0.664
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,1,7.37,3.685,0.881,16.15384615,0.6045
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,1,6.86,3.43,0.769,21.66666667,0.7875
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,0,7.895,3.9475,0.616,16.66666667,0.664
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,0,7.56,3.78,0.667,16.8,0.5445
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,1,6.71,3.355,0.626,22.66666667,0.626
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,1,6.76,3.38,1.16,18.42105263,0.881
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,1,6.78,3.39,0.688,16.66666667,0.707
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,0,7.99,3.995,0.579,29.71428571,0.7585
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,1,6.58,3.29,0.745,33.33333333,0.7975
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,1,5.91,2.955,0.554,40,4.363
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,1,8.02,4.01,0.7,16.66666667,0.77
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,1,8.3,4.15,0.861,18.125,0.6465
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,1,6.9,3.45,0.676,20.76923077,1.598
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,1,7.47,3.735,0.788,15.38461538,0.629
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,0,6.76,3.38,0.653,13.33333333,0.5545
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,1,7.75,3.875,0.668,28.88888889,0.82
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,0,6.76,3.38,0.653,13.33333333,0.5545
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,0,6.815,3.4075,0.553,20.76923077,0.8265
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,0,6.66,3.33,0.694,30.625,0.725
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,1,7.02,3.51,0.861,14.16666667,0.8385
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,1,7.59,3.795,0.906,21.81818182,0.901
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,1,7.81,3.905,0.915,17.64705882,0.8345
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,1,6.41,3.205,0.726,15.55555556,0.595
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,1,7.86,3.93,0.848,30,0.85
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,0,7.325,3.6625,0.613,27.24137931,2.4165
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,1,6.85,3.425,0.897,13.46153846,0.6085
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,1,6.14,3.07,0.649,16.25,0.5725
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,1,6.81,3.405,0.826,13.79310345,0.754
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,1,7.42,3.71,0.888,13.57142857,0.62
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,0,6.8,3.4,0.67,13.75,0.661
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,1,6.45,3.225,0.822,13.07692308,0.711
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,1,6.81,3.405,0.826,13.79310345,0.754
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,0,6.545,3.2725,0.785,13.75,0.6615
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,1,6.31,3.155,0.727,23.33333333,1.2075
